year,month,neighbourhood,num_reviews,date
2017,02,Borgerhout Intra Muros Noord,13,2017-02-01
2017,02,Borgerhout Intra Muros Zuid,33,2017-02-01
2017,02,Brederode,8,2017-02-01
2017,02,Centraal Station,19,2017-02-01
2017,02,Deurne Dorp - Gallifort,1,2017-02-01
2017,02,Deurne Noord,2,2017-02-01
2017,02,Deurne Zuid West,9,2017-02-01
2017,02,Eilandje,26,2017-02-01
2017,02,Haringrode,5,2017-02-01
2017,02,Harmonie,4,2017-02-01
2017,02,Historisch Centrum,89,2017-02-01
2017,02,Hoboken - Centrum,3,2017-02-01
2017,02,Hoboken - Noord,1,2017-02-01
2017,02,Kiel,3,2017-02-01
2017,02,Markgrave,6,2017-02-01
2017,02,Middelheim,2,2017-02-01
2017,02,Oosterveld - Elsdonk,1,2017-02-01
2017,02,Oud - Berchem,11,2017-02-01
2017,02,Oud - Merksem,3,2017-02-01
2017,02,Sint-Andries,19,2017-02-01
2017,02,Stadspark,19,2017-02-01
2017,02,Stuivenberg,9,2017-02-01
2017,02,Tentoonstellingswijk,1,2017-02-01
2017,02,Theaterbuurt-Meir,33,2017-02-01
2017,02,Universiteitsbuurt,52,2017-02-01
2017,02,Zuid,16,2017-02-01
2017,03,Amandus - Atheneum,79,2017-03-01
2017,03,Borgerhout Extra Muros,3,2017-03-01
2017,03,Borgerhout Intra Muros Noord,8,2017-03-01
2017,03,Borgerhout Intra Muros Zuid,31,2017-03-01
2017,03,Brederode,4,2017-03-01
2017,03,Centraal Station,22,2017-03-01
2017,03,Deurne Noord,2,2017-03-01
2017,03,Deurne Zuid West,7,2017-03-01
2017,03,Eilandje,19,2017-03-01
2017,03,Groenenhoek,4,2017-03-01
2017,03,Haringrode,2,2017-03-01
2017,03,Historisch Centrum,89,2017-03-01
2017,03,Hoboken - Centrum,3,2017-03-01
2017,03,Hoboken - Noord,2,2017-03-01
2017,03,Kiel,4,2017-03-01
2017,03,Markgrave,5,2017-03-01
2017,03,Oosterveld - Elsdonk,3,2017-03-01
2017,03,Oud - Berchem,10,2017-03-01
2017,03,Oud - Merksem,2,2017-03-01
2017,03,Petroleum - Zuid,1,2017-03-01
2017,03,Polder,1,2017-03-01
2017,03,Sint-Andries,25,2017-03-01
2017,03,Stadspark,13,2017-03-01
2017,03,Stuivenberg,4,2017-03-01
2017,03,Tentoonstellingswijk,1,2017-03-01
2017,03,Theaterbuurt-Meir,40,2017-03-01
2017,03,Universiteitsbuurt,52,2017-03-01
2017,03,Valaar,2,2017-03-01
2017,03,Zuid,17,2017-03-01
2017,03,Zurenborg,1,2017-03-01
2017,04,Amandus - Atheneum,97,2017-04-01
2017,04,Borgerhout Extra Muros,7,2017-04-01
2017,04,Borgerhout Intra Muros Noord,21,2017-04-01
2017,04,Borgerhout Intra Muros Zuid,48,2017-04-01
2017,04,Brederode,5,2017-04-01
2017,04,Centraal Station,29,2017-04-01
2017,04,Deurne Dorp - Gallifort,6,2017-04-01
2017,04,Deurne Noord,1,2017-04-01
2017,04,Deurne Oost,1,2017-04-01
2017,04,Deurne Zuid West,11,2017-04-01
2017,04,Eilandje,53,2017-04-01
2017,04,Ekeren Centrum,3,2017-04-01
2017,04,Groenenhoek,7,2017-04-01
2017,04,Haringrode,4,2017-04-01
2017,04,Harmonie,3,2017-04-01
2017,04,Historisch Centrum,126,2017-04-01
2017,04,Hoboken - Centrum,3,2017-04-01
2017,04,Hoboken - Noord,1,2017-04-01
2017,04,Kiel,6,2017-04-01
2017,04,Markgrave,10,2017-04-01
2017,04,Nieuw - Kwartier Oost,1,2017-04-01
2017,04,Oosterveld - Elsdonk,2,2017-04-01
2017,04,Oud - Berchem,20,2017-04-01
2017,04,Oud - Merksem,2,2017-04-01
2017,04,Petroleum - Zuid,1,2017-04-01
2017,04,Polder,1,2017-04-01
2017,04,Sint-Andries,32,2017-04-01
2017,04,Stadspark,37,2017-04-01
2017,04,Stuivenberg,10,2017-04-01
2017,04,Theaterbuurt-Meir,76,2017-04-01
2017,04,Universiteitsbuurt,103,2017-04-01
2017,04,Valaar,1,2017-04-01
2017,04,Zuid,39,2017-04-01
2017,04,Zurenborg,5,2017-04-01
2017,05,Amandus - Atheneum,94,2017-05-01
2017,05,Borgerhout Extra Muros,2,2017-05-01
2017,05,Borgerhout Intra Muros Noord,22,2017-05-01
2017,05,Borgerhout Intra Muros Zuid,29,2017-05-01
2017,05,Brederode,14,2017-05-01
2017,05,Centraal Station,32,2017-05-01
2017,05,Deurne Dorp - Gallifort,9,2017-05-01
2017,05,Deurne Oost,1,2017-05-01
2017,05,Deurne Zuid Oost,1,2017-05-01
2017,05,Deurne Zuid West,7,2017-05-01
2017,05,Eilandje,34,2017-05-01
2017,05,Groenenhoek,5,2017-05-01
2017,05,Haringrode,2,2017-05-01
2017,05,Harmonie,2,2017-05-01
2017,05,Historisch Centrum,112,2017-05-01
2017,05,Hoboken - Centrum,1,2017-05-01
2017,05,Kiel,1,2017-05-01
2017,05,Markgrave,5,2017-05-01
2017,05,Middelheim,1,2017-05-01
2017,05,Nieuw - Kwartier Oost,3,2017-05-01
2017,05,Oud - Berchem,10,2017-05-01
2017,05,Oud - Merksem,6,2017-05-01
2017,05,Petroleum - Zuid,1,2017-05-01
2017,05,Sint-Andries,23,2017-05-01
2017,05,Stadspark,17,2017-05-01
2017,05,Stuivenberg,3,2017-05-01
2017,05,Theaterbuurt-Meir,62,2017-05-01
2017,05,Universiteitsbuurt,79,2017-05-01
2017,05,Valaar,1,2017-05-01
2017,05,Wilrijk Centrum,1,2017-05-01
2017,05,Zuid,17,2017-05-01
2017,05,Zurenborg,1,2017-05-01
2017,06,Amandus - Atheneum,78,2017-06-01
2017,06,Borgerhout Extra Muros,5,2017-06-01
2017,06,Borgerhout Intra Muros Noord,16,2017-06-01
2017,06,Borgerhout Intra Muros Zuid,30,2017-06-01
2017,06,Brederode,12,2017-06-01
2017,06,Centraal Station,23,2017-06-01
2017,06,Deurne Dorp - Gallifort,4,2017-06-01
2017,06,Deurne Noord,1,2017-06-01
2017,06,Deurne Oost,1,2017-06-01
2017,06,Deurne Zuid Oost,1,2017-06-01
2017,06,Deurne Zuid West,7,2017-06-01
2017,06,Eilandje,21,2017-06-01
2017,06,Ekeren Centrum,2,2017-06-01
2017,06,Groenenhoek,5,2017-06-01
2017,06,Haringrode,2,2017-06-01
2017,06,Harmonie,2,2017-06-01
2017,06,Historisch Centrum,94,2017-06-01
2017,06,Hoboken - Centrum,2,2017-06-01
2017,06,Kiel,2,2017-06-01
2017,06,Markgrave,3,2017-06-01
2017,06,Nieuw - Zuid,2,2017-06-01
2017,06,Oud - Berchem,7,2017-06-01
2017,06,Oud - Merksem,2,2017-06-01
2017,06,Polder,2,2017-06-01
2017,06,Sint-Andries,22,2017-06-01
2017,06,Stadspark,20,2017-06-01
2017,06,Stuivenberg,3,2017-06-01
2017,06,Theaterbuurt-Meir,54,2017-06-01
2017,06,Universiteitsbuurt,60,2017-06-01
2017,06,Zuid,14,2017-06-01
2017,06,Zurenborg,2,2017-06-01
2017,07,Amandus - Atheneum,76,2017-07-01
2017,07,Borgerhout Extra Muros,9,2017-07-01
2017,07,Borgerhout Intra Muros Noord,29,2017-07-01
2017,07,Borgerhout Intra Muros Zuid,40,2017-07-01
2017,07,Brederode,12,2017-07-01
2017,07,Centraal Station,30,2017-07-01
2017,07,Deurne Dorp - Gallifort,8,2017-07-01
2017,07,Deurne Oost,1,2017-07-01
2017,07,Deurne Zuid Oost,1,2017-07-01
2017,07,Deurne Zuid West,11,2017-07-01
2017,07,Eilandje,27,2017-07-01
2017,07,Groenenhoek,15,2017-07-01
2017,07,Haringrode,6,2017-07-01
2017,07,Harmonie,14,2017-07-01
2017,07,Historisch Centrum,127,2017-07-01
2017,07,Hoboken - Centrum,2,2017-07-01
2017,07,Hoboken - Noord,1,2017-07-01
2017,07,Kiel,3,2017-07-01
2017,07,Markgrave,3,2017-07-01
2017,07,Middelheim,2,2017-07-01
2017,07,Nieuw - Kwartier Oost,1,2017-07-01
2017,07,Oosterveld - Elsdonk,4,2017-07-01
2017,07,Oud - Berchem,15,2017-07-01
2017,07,Oud - Merksem,2,2017-07-01
2017,07,Polder,1,2017-07-01
2017,07,Sint-Andries,28,2017-07-01
2017,07,Stadspark,36,2017-07-01
2017,07,Stuivenberg,11,2017-07-01
2017,07,Tentoonstellingswijk,1,2017-07-01
2017,07,Theaterbuurt-Meir,52,2017-07-01
2017,07,Universiteitsbuurt,108,2017-07-01
2017,07,Valaar,1,2017-07-01
2017,07,Wilrijk Centrum,3,2017-07-01
2017,07,Zuid,36,2017-07-01
2017,07,Zurenborg,2,2017-07-01
2017,08,Amandus - Atheneum,67,2017-08-01
2017,08,Borgerhout Extra Muros,12,2017-08-01
2017,08,Borgerhout Intra Muros Noord,17,2017-08-01
2017,08,Borgerhout Intra Muros Zuid,26,2017-08-01
2017,08,Brederode,15,2017-08-01
2017,08,Centraal Station,36,2017-08-01
2017,08,Deurne Dorp - Gallifort,10,2017-08-01
2017,08,Deurne Oost,1,2017-08-01
2017,08,Deurne Zuid Oost,3,2017-08-01
2017,08,Deurne Zuid West,11,2017-08-01
2017,08,Eilandje,27,2017-08-01
2017,08,Groenenhoek,13,2017-08-01
2017,08,Haringrode,14,2017-08-01
2017,08,Harmonie,17,2017-08-01
2017,08,Historisch Centrum,123,2017-08-01
2017,08,Hoboken - Centrum,1,2017-08-01
2017,08,Kiel,1,2017-08-01
2017,08,Merksem - Heide,1,2017-08-01
2017,08,Nieuw - Kwartier Oost,1,2017-08-01
2017,08,Nieuw - Kwartier West,1,2017-08-01
2017,08,Oosterveld - Elsdonk,1,2017-08-01
2017,08,Oud - Berchem,16,2017-08-01
2017,08,Oud - Merksem,2,2017-08-01
2017,08,Petroleum - Zuid,1,2017-08-01
2017,08,Polder,1,2017-08-01
2017,08,Sint-Andries,32,2017-08-01
2017,08,Stadspark,32,2017-08-01
2017,08,Stuivenberg,11,2017-08-01
2017,08,Tentoonstellingswijk,1,2017-08-01
2017,08,Theaterbuurt-Meir,74,2017-08-01
2017,08,Universiteitsbuurt,81,2017-08-01
2017,08,Zuid,19,2017-08-01
2017,09,Amandus - Atheneum,81,2017-09-01
2017,09,Borgerhout Extra Muros,11,2017-09-01
2017,09,Borgerhout Intra Muros Noord,12,2017-09-01
2017,09,Borgerhout Intra Muros Zuid,25,2017-09-01
2017,09,Brederode,8,2017-09-01
2017,09,Centraal Station,39,2017-09-01
2017,09,Deurne Dorp - Gallifort,6,2017-09-01
2017,09,Deurne Zuid Oost,1,2017-09-01
2017,09,Deurne Zuid West,3,2017-09-01
2017,09,Eilandje,26,2017-09-01
2017,09,Groenenhoek,7,2017-09-01
2017,09,Haringrode,8,2017-09-01
2017,09,Harmonie,14,2017-09-01
2017,09,Historisch Centrum,112,2017-09-01
2017,09,Hoboken - Centrum,1,2017-09-01
2017,09,Kiel,1,2017-09-01
2017,09,Oosterveld - Elsdonk,1,2017-09-01
2017,09,Oud - Berchem,11,2017-09-01
2017,09,Oud - Merksem,4,2017-09-01
2017,09,Sint-Andries,23,2017-09-01
2017,09,Stadspark,42,2017-09-01
2017,09,Stuivenberg,10,2017-09-01
2017,09,Theaterbuurt-Meir,44,2017-09-01
2017,09,Universiteitsbuurt,68,2017-09-01
2017,09,Wilrijk Centrum,1,2017-09-01
2017,09,Zuid,10,2017-09-01
2017,10,Amandus - Atheneum,88,2017-10-01
2017,10,Borgerhout Extra Muros,8,2017-10-01
2017,10,Borgerhout Intra Muros Noord,34,2017-10-01
2017,10,Borgerhout Intra Muros Zuid,37,2017-10-01
2017,10,Brederode,9,2017-10-01
2017,10,Centraal Station,63,2017-10-01
2017,10,Deurne Dorp - Gallifort,7,2017-10-01
2017,10,Deurne Zuid Oost,2,2017-10-01
2017,10,Deurne Zuid West,8,2017-10-01
2017,10,Eilandje,31,2017-10-01
2017,10,Groenenhoek,9,2017-10-01
2017,10,Haringrode,10,2017-10-01
2017,10,Harmonie,25,2017-10-01
2017,10,Historisch Centrum,131,2017-10-01
2017,10,Hoboken - Centrum,3,2017-10-01
2017,10,Kiel,1,2017-10-01
2017,10,Linkeroever,1,2017-10-01
2017,10,Markgrave,3,2017-10-01
2017,10,Middelheim,5,2017-10-01
2017,10,Nieuw - Kwartier Oost,1,2017-10-01
2017,10,Nieuw - Zuid,3,2017-10-01
2017,10,Oosterveld - Elsdonk,4,2017-10-01
2017,10,Oud - Berchem,17,2017-10-01
2017,10,Oud - Merksem,2,2017-10-01
2017,10,Petroleum - Zuid,1,2017-10-01
2017,10,Sint-Andries,33,2017-10-01
2017,10,Stadspark,33,2017-10-01
2017,10,Stuivenberg,22,2017-10-01
2017,10,Tentoonstellingswijk,1,2017-10-01
2017,10,Theaterbuurt-Meir,54,2017-10-01
2017,10,Universiteitsbuurt,97,2017-10-01
2017,10,Zuid,25,2017-10-01
2017,11,Amandus - Atheneum,78,2017-11-01
2017,11,Borgerhout Extra Muros,5,2017-11-01
2017,11,Borgerhout Intra Muros Noord,16,2017-11-01
2017,11,Borgerhout Intra Muros Zuid,30,2017-11-01
2017,11,Brederode,7,2017-11-01
2017,11,Centraal Station,48,2017-11-01
2017,11,Deurne Dorp - Gallifort,5,2017-11-01
2017,11,Deurne Noord,1,2017-11-01
2017,11,Deurne Oost,1,2017-11-01
2017,11,Deurne Zuid Oost,2,2017-11-01
2017,11,Deurne Zuid West,6,2017-11-01
2017,11,Eilandje,31,2017-11-01
2017,11,Groenenhoek,5,2017-11-01
2017,11,Haringrode,10,2017-11-01
2017,11,Harmonie,19,2017-11-01
2017,11,Historisch Centrum,105,2017-11-01
2017,11,Hoboken - Centrum,3,2017-11-01
2017,11,Kiel,3,2017-11-01
2017,11,Markgrave,4,2017-11-01
2017,11,Middelheim,4,2017-11-01
2017,11,Nieuw - Kwartier Oost,1,2017-11-01
2017,11,Nieuw - Zuid,1,2017-11-01
2017,11,Oosterveld - Elsdonk,3,2017-11-01
2017,11,Oud - Berchem,14,2017-11-01
2017,11,Petroleum - Zuid,1,2017-11-01
2017,11,Sint-Andries,28,2017-11-01
2017,11,Stadspark,26,2017-11-01
2017,11,Stuivenberg,18,2017-11-01
2017,11,Tentoonstellingswijk,1,2017-11-01
2017,11,Theaterbuurt-Meir,60,2017-11-01
2017,11,Tuinwijk,1,2017-11-01
2017,11,Universiteitsbuurt,73,2017-11-01
2017,11,Valaar,1,2017-11-01
2017,11,Wilrijk Centrum,1,2017-11-01
2017,11,Zuid,26,2017-11-01
2017,12,Amandus - Atheneum,94,2017-12-01
2017,12,Borgerhout Extra Muros,13,2017-12-01
2017,12,Borgerhout Intra Muros Noord,26,2017-12-01
2017,12,Borgerhout Intra Muros Zuid,30,2017-12-01
2017,12,Brederode,15,2017-12-01
2017,12,Centraal Station,40,2017-12-01
2017,12,Deurne Dorp - Gallifort,3,2017-12-01
2017,12,Deurne Noord,2,2017-12-01
2017,12,Deurne Zuid Oost,4,2017-12-01
2017,12,Deurne Zuid West,8,2017-12-01
2017,12,Eilandje,28,2017-12-01
2017,12,Ekeren Centrum,3,2017-12-01
2017,12,Groenenhoek,8,2017-12-01
2017,12,Haringrode,11,2017-12-01
2017,12,Harmonie,22,2017-12-01
2017,12,Historisch Centrum,167,2017-12-01
2017,12,Hoboken - Centrum,1,2017-12-01
2017,12,Hoboken - Noord,1,2017-12-01
2017,12,Kiel,1,2017-12-01
2017,12,Markgrave,5,2017-12-01
2017,12,Middelheim,6,2017-12-01
2017,12,Nieuw - Kwartier Oost,1,2017-12-01
2017,12,Oosterveld - Elsdonk,4,2017-12-01
2017,12,Oud - Berchem,14,2017-12-01
2017,12,Oud - Merksem,1,2017-12-01
2017,12,Petroleum - Zuid,2,2017-12-01
2017,12,Polder,1,2017-12-01
2017,12,Sint-Andries,26,2017-12-01
2017,12,Stadspark,40,2017-12-01
2017,12,Stuivenberg,28,2017-12-01
2017,12,Tentoonstellingswijk,2,2017-12-01
2017,12,Theaterbuurt-Meir,65,2017-12-01
2017,12,Tuinwijk,7,2017-12-01
2017,12,Universiteitsbuurt,74,2017-12-01
2017,12,Wilrijk Centrum,1,2017-12-01
2017,12,Zuid,33,2017-12-01
2018,01,Amandus - Atheneum,57,2018-01-01
2018,01,Borgerhout Extra Muros,10,2018-01-01
2018,01,Borgerhout Intra Muros Noord,18,2018-01-01
2018,01,Borgerhout Intra Muros Zuid,23,2018-01-01
2018,01,Brederode,7,2018-01-01
2018,01,Centraal Station,35,2018-01-01
2018,01,Deurne Dorp - Gallifort,4,2018-01-01
2018,01,Deurne Zuid Oost,1,2018-01-01
2018,01,Deurne Zuid West,5,2018-01-01
2018,01,Eilandje,24,2018-01-01
2018,01,Groenenhoek,5,2018-01-01
2018,01,Haringrode,13,2018-01-01
2018,01,Harmonie,15,2018-01-01
2018,01,Historisch Centrum,150,2018-01-01
2018,01,Hoboken - Centrum,4,2018-01-01
2018,01,Kiel,1,2018-01-01
2018,01,Markgrave,4,2018-01-01
2018,01,Middelheim,3,2018-01-01
2018,01,Nieuw - Kwartier West,1,2018-01-01
2018,01,Nieuw - Zuid,2,2018-01-01
2018,01,Oosterveld - Elsdonk,3,2018-01-01
2018,01,Oud - Berchem,10,2018-01-01
2018,01,Oud - Merksem,1,2018-01-01
2018,01,Petroleum - Zuid,3,2018-01-01
2018,01,Sint-Andries,21,2018-01-01
2018,01,Stadspark,29,2018-01-01
2018,01,Stuivenberg,22,2018-01-01
2018,01,Theaterbuurt-Meir,41,2018-01-01
2018,01,Tuinwijk,1,2018-01-01
2018,01,Universiteitsbuurt,74,2018-01-01
2018,01,Valaar,1,2018-01-01
2018,01,Wilrijk Centrum,1,2018-01-01
2018,01,Zuid,23,2018-01-01
2018,02,Amandus - Atheneum,62,2018-02-01
2018,02,Borgerhout Extra Muros,15,2018-02-01
2018,02,Borgerhout Intra Muros Noord,24,2018-02-01
2018,02,Borgerhout Intra Muros Zuid,22,2018-02-01
2018,02,Brederode,6,2018-02-01
2018,02,Centraal Station,36,2018-02-01
2018,02,Deurne Dorp - Gallifort,5,2018-02-01
2018,02,Deurne Noord,1,2018-02-01
2018,02,Deurne Zuid West,6,2018-02-01
2018,02,Eilandje,23,2018-02-01
2018,02,Ekeren Centrum,1,2018-02-01
2018,02,Groenenhoek,8,2018-02-01
2018,02,Haringrode,13,2018-02-01
2018,02,Harmonie,19,2018-02-01
2018,02,Historisch Centrum,131,2018-02-01
2018,02,Hoboken - Noord,1,2018-02-01
2018,02,Kiel,1,2018-02-01
2018,02,Markgrave,5,2018-02-01
2018,02,Middelheim,3,2018-02-01
2018,02,Oosterveld - Elsdonk,1,2018-02-01
2018,02,Oud - Berchem,10,2018-02-01
2018,02,Oud - Merksem,1,2018-02-01
2018,02,Petroleum - Zuid,2,2018-02-01
2018,02,Sint-Andries,33,2018-02-01
2018,02,Stadspark,32,2018-02-01
2018,02,Stuivenberg,24,2018-02-01
2018,02,Theaterbuurt-Meir,60,2018-02-01
2018,02,Universiteitsbuurt,84,2018-02-01
2018,02,Zuid,15,2018-02-01
2018,03,Amandus - Atheneum,91,2018-03-01
2018,03,Borgerhout Extra Muros,15,2018-03-01
2018,03,Borgerhout Intra Muros Noord,32,2018-03-01
2018,03,Borgerhout Intra Muros Zuid,38,2018-03-01
2018,03,Brederode,8,2018-03-01
2018,03,Centraal Station,45,2018-03-01
2018,03,Deurne Dorp - Gallifort,4,2018-03-01
2018,03,Deurne Noord,1,2018-03-01
2018,03,Deurne Oost,1,2018-03-01
2018,03,Deurne Zuid Oost,2,2018-03-01
2018,03,Deurne Zuid West,10,2018-03-01
2018,03,Eilandje,32,2018-03-01
2018,03,Groenenhoek,10,2018-03-01
2018,03,Haringrode,15,2018-03-01
2018,03,Harmonie,18,2018-03-01
2018,03,Historisch Centrum,167,2018-03-01
2018,03,Hoboken - Centrum,3,2018-03-01
2018,03,Hoboken - Noord,1,2018-03-01
2018,03,Kiel,1,2018-03-01
2018,03,Linkeroever,2,2018-03-01
2018,03,Markgrave,8,2018-03-01
2018,03,Merksem - Heide,2,2018-03-01
2018,03,Middelheim,3,2018-03-01
2018,03,Nieuw - Kwartier West,1,2018-03-01
2018,03,Nieuw - Zuid,3,2018-03-01
2018,03,Oosterveld - Elsdonk,2,2018-03-01
2018,03,Oud - Berchem,9,2018-03-01
2018,03,Oud - Merksem,1,2018-03-01
2018,03,Petroleum - Zuid,3,2018-03-01
2018,03,Sint-Andries,40,2018-03-01
2018,03,Stadspark,35,2018-03-01
2018,03,Stuivenberg,24,2018-03-01
2018,03,Tentoonstellingswijk,1,2018-03-01
2018,03,Theaterbuurt-Meir,77,2018-03-01
2018,03,Tuinwijk,6,2018-03-01
2018,03,Universiteitsbuurt,88,2018-03-01
2018,03,Valaar,1,2018-03-01
2018,03,Wilrijk Centrum,1,2018-03-01
2018,03,Zuid,29,2018-03-01
2018,04,Amandus - Atheneum,104,2018-04-01
2018,04,Borgerhout Extra Muros,22,2018-04-01
2018,04,Borgerhout Intra Muros Noord,32,2018-04-01
2018,04,Borgerhout Intra Muros Zuid,51,2018-04-01
2018,04,Brederode,9,2018-04-01
2018,04,Centraal Station,55,2018-04-01
2018,04,Dam,2,2018-04-01
2018,04,Deurne Dorp - Gallifort,2,2018-04-01
2018,04,Deurne Oost,1,2018-04-01
2018,04,Deurne Zuid Oost,2,2018-04-01
2018,04,Deurne Zuid West,20,2018-04-01
2018,04,Eilandje,34,2018-04-01
2018,04,Groenenhoek,7,2018-04-01
2018,04,Haringrode,27,2018-04-01
2018,04,Harmonie,31,2018-04-01
2018,04,Historisch Centrum,196,2018-04-01
2018,04,Hoboken - Centrum,1,2018-04-01
2018,04,Kiel,1,2018-04-01
2018,04,Linkeroever,2,2018-04-01
2018,04,Markgrave,10,2018-04-01
2018,04,Merksem - Heide,8,2018-04-01
2018,04,Middelheim,4,2018-04-01
2018,04,Nieuw - Kwartier West,1,2018-04-01
2018,04,Nieuw - Zuid,3,2018-04-01
2018,04,Oud - Berchem,17,2018-04-01
2018,04,Oud - Merksem,2,2018-04-01
2018,04,Petroleum - Zuid,4,2018-04-01
2018,04,Sint-Andries,56,2018-04-01
2018,04,Stadspark,65,2018-04-01
2018,04,Stuivenberg,31,2018-04-01
2018,04,Tentoonstellingswijk,4,2018-04-01
2018,04,Theaterbuurt-Meir,98,2018-04-01
2018,04,Universiteitsbuurt,113,2018-04-01
2018,04,Zuid,37,2018-04-01
2018,04,Zurenborg,3,2018-04-01
2018,05,Amandus - Atheneum,107,2018-05-01
2018,05,Borgerhout Extra Muros,22,2018-05-01
2018,05,Borgerhout Intra Muros Noord,35,2018-05-01
2018,05,Borgerhout Intra Muros Zuid,39,2018-05-01
2018,05,Brederode,10,2018-05-01
2018,05,Centraal Station,35,2018-05-01
2018,05,Dam,2,2018-05-01
2018,05,Deurne Dorp - Gallifort,6,2018-05-01
2018,05,Deurne Zuid Oost,12,2018-05-01
2018,05,Deurne Zuid West,16,2018-05-01
2018,05,Eilandje,38,2018-05-01
2018,05,Ekeren Centrum,3,2018-05-01
2018,05,Groenenhoek,15,2018-05-01
2018,05,Haringrode,20,2018-05-01
2018,05,Harmonie,27,2018-05-01
2018,05,Historisch Centrum,189,2018-05-01
2018,05,Hoboken - Centrum,1,2018-05-01
2018,05,Kiel,2,2018-05-01
2018,05,Linkeroever,5,2018-05-01
2018,05,Markgrave,5,2018-05-01
2018,05,Merksem - Heide,11,2018-05-01
2018,05,Middelheim,3,2018-05-01
2018,05,Nieuw - Zuid,2,2018-05-01
2018,05,Oosterveld - Elsdonk,3,2018-05-01
2018,05,Oud - Berchem,14,2018-05-01
2018,05,Petroleum - Zuid,5,2018-05-01
2018,05,Polder,2,2018-05-01
2018,05,Sint-Andries,45,2018-05-01
2018,05,Stadspark,59,2018-05-01
2018,05,Stuivenberg,35,2018-05-01
2018,05,Tentoonstellingswijk,4,2018-05-01
2018,05,Theaterbuurt-Meir,111,2018-05-01
2018,05,Universiteitsbuurt,115,2018-05-01
2018,05,Wilrijk Centrum,2,2018-05-01
2018,05,Zuid,40,2018-05-01
2018,05,Zurenborg,1,2018-05-01
2018,06,Amandus - Atheneum,119,2018-06-01
2018,06,Borgerhout Extra Muros,21,2018-06-01
2018,06,Borgerhout Intra Muros Noord,23,2018-06-01
2018,06,Borgerhout Intra Muros Zuid,33,2018-06-01
2018,06,Brederode,9,2018-06-01
2018,06,Centraal Station,57,2018-06-01
2018,06,Dam,1,2018-06-01
2018,06,Deurne Dorp - Gallifort,3,2018-06-01
2018,06,Deurne Zuid Oost,9,2018-06-01
2018,06,Deurne Zuid West,17,2018-06-01
2018,06,Eilandje,27,2018-06-01
2018,06,Ekeren Centrum,1,2018-06-01
2018,06,Groenenhoek,11,2018-06-01
2018,06,Haringrode,25,2018-06-01
2018,06,Harmonie,27,2018-06-01
2018,06,Historisch Centrum,181,2018-06-01
2018,06,Hoboken - Centrum,3,2018-06-01
2018,06,Kiel,1,2018-06-01
2018,06,Linkeroever,5,2018-06-01
2018,06,Markgrave,5,2018-06-01
2018,06,Merksem - Heide,6,2018-06-01
2018,06,Middelheim,1,2018-06-01
2018,06,Nieuw - Kwartier Oost,1,2018-06-01
2018,06,Nieuw - Zuid,1,2018-06-01
2018,06,Oosterveld - Elsdonk,1,2018-06-01
2018,06,Oud - Berchem,26,2018-06-01
2018,06,Sint-Andries,43,2018-06-01
2018,06,Stadspark,37,2018-06-01
2018,06,Stuivenberg,31,2018-06-01
2018,06,Tentoonstellingswijk,5,2018-06-01
2018,06,Theaterbuurt-Meir,100,2018-06-01
2018,06,Tuinwijk,6,2018-06-01
2018,06,Universiteitsbuurt,112,2018-06-01
2018,06,Zuid,34,2018-06-01
2018,07,Amandus - Atheneum,120,2018-07-01
2018,07,Borgerhout Extra Muros,19,2018-07-01
2018,07,Borgerhout Intra Muros Noord,35,2018-07-01
2018,07,Borgerhout Intra Muros Zuid,44,2018-07-01
2018,07,Brederode,17,2018-07-01
2018,07,Centraal Station,64,2018-07-01
2018,07,Dam,2,2018-07-01
2018,07,Deurne Dorp - Gallifort,2,2018-07-01
2018,07,Deurne Zuid Oost,13,2018-07-01
2018,07,Deurne Zuid West,30,2018-07-01
2018,07,Eilandje,38,2018-07-01
2018,07,Ekeren Centrum,1,2018-07-01
2018,07,Groenenhoek,14,2018-07-01
2018,07,Haringrode,24,2018-07-01
2018,07,Harmonie,29,2018-07-01
2018,07,Historisch Centrum,221,2018-07-01
2018,07,Hoboken - Centrum,3,2018-07-01
2018,07,Hoboken - Noord,1,2018-07-01
2018,07,Hoogte,3,2018-07-01
2018,07,Kiel,2,2018-07-01
2018,07,Linkeroever,8,2018-07-01
2018,07,Markgrave,16,2018-07-01
2018,07,Merksem - Heide,5,2018-07-01
2018,07,Middelheim,6,2018-07-01
2018,07,Nieuw - Zuid,1,2018-07-01
2018,07,Oosterveld - Elsdonk,7,2018-07-01
2018,07,Oud - Berchem,32,2018-07-01
2018,07,Oud - Merksem,7,2018-07-01
2018,07,Petroleum - Zuid,4,2018-07-01
2018,07,Polder,1,2018-07-01
2018,07,Sint-Andries,54,2018-07-01
2018,07,Stadspark,38,2018-07-01
2018,07,Stuivenberg,48,2018-07-01
2018,07,Tentoonstellingswijk,3,2018-07-01
2018,07,Theaterbuurt-Meir,119,2018-07-01
2018,07,Tuinwijk,15,2018-07-01
2018,07,Universiteitsbuurt,166,2018-07-01
2018,07,Valaar,1,2018-07-01
2018,07,Wilrijk Centrum,4,2018-07-01
2018,07,Zuid,43,2018-07-01
2018,07,Zurenborg,6,2018-07-01
2018,08,Amandus - Atheneum,128,2018-08-01
2018,08,Borgerhout Extra Muros,21,2018-08-01
2018,08,Borgerhout Intra Muros Noord,23,2018-08-01
